day,n_posts,score_mean,score_std,score_var,score_median,score_std_roll
2026-02-26,75,-0.03575990047305822,0.7204913272128286,0.5191077525889032,0.0798846110701561,
2026-02-27,36,0.10702764731831849,0.7379111472520054,0.5445128612387707,0.09114687703549862,0.729201237232417
2026-02-28,7,0.3128790585324168,0.4396147095279377,0.19326109283333304,0.05097438581287861,0.6326723946642572
2026-03-01,10,0.22327710697427391,0.4538611790558435,0.20598996985396045,0.2577837579883635,0.5879695907621538
2026-03-02,30,0.1798931105217586,0.7338082946165869,0.5384746132481036,0.42884498136118054,0.6171373315330404
2026-03-03,30,0.21832753396593035,0.6041347948819359,0.3649788503870387,0.23207656992599368,0.5938660250668619
2026-03-04,22,0.07127703148448332,0.720293842730279,0.5188232198751519,0.10664153285324574,0.5903425641625166
