day,n_posts,score_mean,score_std,score_var,score_median,score_std_roll
2026-02-09,2,-0.7179500000000001,0.04348706704297263,0.0018911249999999965,-0.7179500000000001,
2026-02-16,1,0.7622,,,0.7622,
2026-02-19,1,0.9833,,,0.9833,
2026-02-22,1,0.8723,,,0.8723,
2026-02-24,1,-0.9553,,,-0.9553,
