day,n_posts,score_mean,score_std,score_var,score_median,score_std_roll
2026-02-05,1,0.9991,,,0.9991,
2026-02-12,1,0.1048,,,0.1048,
2026-02-16,1,-0.8714,,,-0.8714,
2026-02-17,1,0.9372,,,0.9372,
2026-02-19,1,0.9063,,,0.9063,
2026-02-21,1,0.807,,,0.807,
2026-02-22,2,-0.30455,0.9415126791498881,0.8864461250000002,-0.30455,
2026-02-23,2,0.6941999999999999,0.23122391744800114,0.05346450000000004,0.6941999999999999,0.5863682982989447
