day,n_posts,score_mean,score_std,score_var,score_median,score_std_roll
2026-02-18,1,0.986,,,0.986,
2026-02-19,1,0.9951,,,0.9951,
2026-02-22,1,0.9084,,,0.9084,
2026-03-01,1,0.9937,,,0.9937,
2026-03-04,1,0.9847,,,0.9847,
